// Start Time: Unknown
// Update Rate: 40.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.3.5
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Vel_X	Vel_Y	Vel_Z
17375		-1.602965	0.700664	9.471716	0.992667	0.049664	0.074477	-0.081235			
17376		-1.631282	0.732198	9.526050	0.993062	0.048335	0.076163	-0.075437			
17377		-1.613491	0.799480	9.494813	0.993417	0.046793	0.077938	-0.069708			
17378		-1.637161	0.602789	9.502970	0.993712	0.045177	0.079942	-0.064073			
17379		-1.732579	0.579022	9.544565	0.993933	0.044115	0.081922	-0.058655			
17380		-1.816025	0.531620	9.583489	0.994110	0.042740	0.083830	-0.053772			
17381		-1.939124	0.345352	9.706560	0.994245	0.040552	0.085700	-0.049877			
17382		-2.011489	0.196267	9.824443	0.994342	0.038047	0.087152	-0.047336			
17383		-1.945152	0.003930	9.873510	0.994424	0.035614	0.087968	-0.045980			
17384		-1.910239	-0.171645	9.878454	0.994468	0.033606	0.088397	-0.045716			
17385		-1.890806	-0.116093	9.958367	0.994481	0.031579	0.088542	-0.046580			
17386		-1.816148	-0.051739	9.957026	0.994492	0.029156	0.088433	-0.048120			
17387		-1.646826	-0.174061	9.907863	0.994491	0.027611	0.087983	-0.049846			
17388		-1.584934	0.051326	9.837870	0.994484	0.026603	0.087479	-0.051393			
17389		-1.623201	0.244267	9.798253	0.994477	0.025346	0.087085	-0.052806			
17390		-1.611459	0.299067	9.740728	0.994489	0.023761	0.086650	-0.054032			
17391		-1.617801	0.226737	9.608891	0.994487	0.022299	0.086296	-0.055246			
17392		-1.684924	0.295312	9.627734	0.994480	0.021222	0.085866	-0.056448			
17393		-1.640589	0.409769	9.595010	0.994484	0.019762	0.085367	-0.057643			
17394		-1.661534	0.181655	9.519841	0.994469	0.018269	0.085030	-0.058880			
17395		-1.658331	0.272905	9.530714	0.994430	0.017511	0.084768	-0.060144			
17396		-1.665188	0.296648	9.531149	0.994383	0.017149	0.084582	-0.061272			
17397		-1.672042	0.312691	9.527104	0.994341	0.016928	0.084491	-0.062138			
17398		-1.659876	0.328765	9.484742	0.994290	0.016513	0.084590	-0.062929			
17399		-1.742944	0.271149	9.579595	0.994222	0.016091	0.084873	-0.063728			
17400		-1.740880	0.229667	9.602888	0.994153	0.015962	0.085076	-0.064560			
17401		-1.728070	0.246356	9.552073	0.994090	0.015979	0.085242	-0.065299			
17402		-1.729636	0.252276	9.623849	0.994035	0.015852	0.085443	-0.065903			
17403		-1.731987	0.222948	9.674999	0.993979	0.015342	0.085737	-0.066477			
17404		-1.746748	0.122210	9.647172	0.993917	0.015349	0.085988	-0.067076			
17405		-1.768486	0.153830	9.733199	0.993863	0.015635	0.086156	-0.067589			
17406		-1.727556	0.215279	9.714111	0.993825	0.015778	0.086241	-0.068017			
17407		-1.745582	0.182719	9.699258	0.993799	0.015810	0.086345	-0.068256			
17408		-1.757187	0.189691	9.714047	0.993779	0.015569	0.086408	-0.068521			
17409		-1.784580	0.164089	9.698639	0.993761	0.015343	0.086451	-0.068774			
17410		-1.728257	0.134334	9.696022	0.993743	0.015132	0.086433	-0.069096			
17411		-1.764610	0.098088	9.719589	0.993734	0.015198	0.086309	-0.069373			
17412		-1.730476	0.152686	9.684228	0.993733	0.015186	0.086115	-0.069623			
17413		-1.762902	0.135397	9.648664	0.993734	0.015069	0.085857	-0.069964			
17414		-1.744481	0.093441	9.642105	0.993718	0.014824	0.085674	-0.070463			
17415		-1.707669	0.127295	9.566800	0.993706	0.014736	0.085341	-0.071051			
17416		-1.615395	0.188309	9.533869	0.993696	0.014621	0.085047	-0.071565			
17417		-1.640454	0.189810	9.603762	0.993692	0.014516	0.084832	-0.071891			
17418		-1.663401	0.219557	9.570325	0.993696	0.013940	0.084698	-0.072119			
17419		-1.675161	0.128447	9.555845	0.993698	0.013113	0.084557	-0.072407			
17420		-1.675636	0.066730	9.619111	0.993687	0.012598	0.084444	-0.072781			
17421		-1.646021	0.051396	9.590040	0.993671	0.012277	0.084332	-0.073180			
17422		-1.636783	0.108152	9.576376	0.993657	0.012482	0.084198	-0.073486			
17423		-1.637438	0.149985	9.617265	0.993644	0.012547	0.084148	-0.073708			
17424		-1.674038	0.095703	9.640169	0.993619	0.012764	0.084131	-0.074035			
17425		-1.636926	0.111521	9.631990	0.993585	0.013151	0.084101	-0.074453			
17426		-1.639895	0.191163	9.653121	0.993563	0.013309	0.084125	-0.074692			
17427		-1.673813	0.173643	9.669149	0.993554	0.013158	0.084168	-0.074792			
17428		-1.718134	0.109594	9.627194	0.993554	0.012905	0.084120	-0.074887			
17429		-1.706897	0.041974	9.606870	0.993534	0.012804	0.084119	-0.075163			
17430		-1.699834	0.071543	9.632260	0.993511	0.012788	0.084060	-0.075546			
17431		-1.679489	0.154244	9.636201	0.993484	0.012691	0.083946	-0.076032			
17432		-1.633137	0.097136	9.615884	0.993455	0.012129	0.083928	-0.076528			
17433		-1.690964	0.049361	9.637352	0.993420	0.011055	0.084001	-0.077064			
17434		-1.695582	0.164563	9.605000	0.993396	0.008616	0.084063	-0.077608			
17435		-1.662680	0.088404	9.593015	0.993374	0.004428	0.084093	-0.078205			
17436		-1.688536	-0.155145	9.628756	0.993327	-0.000970	0.084139	-0.078874			
17437		-1.672811	-0.234980	9.593978	0.993243	-0.006680	0.084088	-0.079702			
17438		-1.628555	-0.304670	9.590544	0.993117	-0.012787	0.084028	-0.080593			
17439		-1.568393	-0.475869	9.616663	0.992949	-0.018861	0.083984	-0.081509			
17440		-1.586198	-0.577696	9.698812	0.992756	-0.024671	0.084002	-0.082281			
17441		-1.598432	-0.676829	9.651926	0.992546	-0.030235	0.083947	-0.083012			
17442		-1.578862	-0.754560	9.649753	0.992309	-0.035820	0.083850	-0.083725			
17443		-1.619170	-0.863601	9.694250	0.992024	-0.041952	0.083705	-0.084388			
17444		-1.574064	-0.910874	9.694313	0.991679	-0.048820	0.083437	-0.085020			
17445		-1.567181	-1.116620	9.619394	0.991269	-0.056301	0.083026	-0.085567			
17446		-1.543131	-1.368086	9.550762	0.990792	-0.063876	0.082614	-0.086177			
17447		-1.553607	-1.553723	9.505801	0.990244	-0.071341	0.082200	-0.087012			
17448		-1.486515	-1.615292	9.472251	0.989632	-0.078730	0.081761	-0.088004			
17449		-1.384970	-1.727661	9.450941	0.988979	-0.085953	0.081373	-0.088946			
17450		-1.390479	-1.783109	9.423989	0.988253	-0.093460	0.081055	-0.089733			
17451		-1.388594	-1.968218	9.387197	0.987443	-0.101393	0.080747	-0.090307			
17452		-1.397525	-2.174009	9.344819	0.986594	-0.109222	0.080386	-0.090782			
17453		-1.399265	-2.262533	9.364568	0.985626	-0.117334	0.080099	-0.091423			
17454		-1.357859	-2.381807	9.320223	0.984568	-0.125673	0.079750	-0.092047			
17455		-1.272864	-2.701076	9.222851	0.983480	-0.133799	0.079352	-0.092568			
17456		-1.291348	-2.823284	9.245956	0.982420	-0.141244	0.078955	-0.093098			
17457		-1.273182	-2.954862	9.216071	0.981391	-0.148073	0.078604	-0.093638			
17458		-1.224095	-3.155306	9.194782	0.980448	-0.154022	0.078220	-0.094242			
17459		-1.208220	-3.164509	9.123805	0.979540	-0.159579	0.077875	-0.094714			
17460		-1.166079	-3.337214	9.089844	0.978633	-0.164912	0.077729	-0.095078			
17461		-1.232805	-3.445943	9.106165	0.977812	-0.169636	0.077466	-0.095426			
17462		-1.171367	-3.401117	9.084076	0.976945	-0.174504	0.077018	-0.095893			
17463		-1.136209	-3.420602	9.018252	0.975926	-0.180138	0.076479	-0.096284			
17464		-1.079140	-3.687924	8.911725	0.974809	-0.186015	0.076152	-0.096681			
17465		-1.092808	-3.844058	8.880228	0.973753	-0.191383	0.075789	-0.097132			
17466		-1.076093	-3.828566	8.878456	0.972743	-0.196371	0.075280	-0.097682			
17467		-1.094957	-3.828051	8.838663	0.971615	-0.201778	0.074717	-0.098324			
17468		-1.014760	-3.966393	8.834933	0.970365	-0.207709	0.073893	-0.098936			
17469		-0.942380	-4.152845	8.769116	0.969138	-0.213447	0.073085	-0.099353			
17470		-0.975601	-4.207350	8.749600	0.967915	-0.218993	0.072429	-0.099681			
17471		-0.976564	-4.288336	8.671955	0.966696	-0.224334	0.071830	-0.100070			
17472		-0.999458	-4.454365	8.636861	0.965493	-0.229457	0.071180	-0.100531			
17473		-0.898833	-4.421470	8.567467	0.964263	-0.234571	0.070407	-0.101071			
17474		-0.819510	-4.518263	8.525331	0.962959	-0.239958	0.069725	-0.101335			
17475		-0.842168	-4.645502	8.475174	0.961637	-0.245359	0.069087	-0.101389			
17476		-0.843642	-4.749205	8.404827	0.960394	-0.250361	0.068486	-0.101354			
17477		-0.842148	-4.833840	8.381656	0.959151	-0.255239	0.067802	-0.101411			
17478		-0.736879	-4.963646	8.326264	0.957860	-0.260163	0.067272	-0.101460			
17479		-0.739231	-5.114670	8.328723	0.956735	-0.264382	0.066790	-0.101483			
17480		-0.741233	-5.118483	8.286807	0.955773	-0.268002	0.066175	-0.101461			
17481		-0.698665	-5.113018	8.323117	0.954813	-0.271604	0.065437	-0.101400			
17482		-0.703306	-5.076944	8.261326	0.953521	-0.276308	0.064687	-0.101323			
17483		-0.700567	-5.400203	8.114910	0.952025	-0.281573	0.063937	-0.101379			
17484		-0.590820	-5.492203	8.064666	0.950635	-0.286410	0.063057	-0.101417			
17485		-0.614036	-5.491602	7.991089	0.949219	-0.291245	0.062063	-0.101531			
17486		-0.551520	-5.653109	7.873064	0.947622	-0.296501	0.061197	-0.101761			
17487		-0.517837	-5.704060	7.898379	0.946043	-0.301551	0.060266	-0.102164			
17488		-0.499970	-5.699191	7.892206	0.944296	-0.307047	0.059103	-0.102633			
17489		-0.427130	-5.885546	7.747717	0.942365	-0.312969	0.057920	-0.103168			
17490		-0.421022	-5.959360	7.689423	0.940350	-0.319011	0.056738	-0.103704			
17491		-0.448837	-5.975654	7.637447	0.938175	-0.325411	0.055474	-0.104198			
17492		-0.394975	-6.058177	7.480993	0.935801	-0.332227	0.054122	-0.104749			
17493		-0.275906	-6.238225	7.354750	0.933347	-0.339114	0.052754	-0.105268			
17494		-0.206452	-6.274198	7.288511	0.931008	-0.345564	0.051453	-0.105654			
17495		-0.249919	-6.271193	7.166086	0.928505	-0.352279	0.050330	-0.106043			
17496		-0.237975	-6.382758	7.019843	0.925804	-0.359354	0.049366	-0.106373			
17497		-0.221667	-6.454483	7.002557	0.922798	-0.367026	0.048277	-0.106795			
17498		-0.104013	-6.741896	6.812921	0.919528	-0.375109	0.047267	-0.107370			
17499		-0.078508	-6.830986	6.760259	0.916435	-0.382540	0.046262	-0.108028			
17500		-0.022013	-6.948731	6.690201	0.913386	-0.389715	0.045268	-0.108622			
17501		-0.010175	-7.119318	6.557188	0.910280	-0.396831	0.044400	-0.109292			
17502		0.068129	-7.234444	6.540053	0.907301	-0.403497	0.043585	-0.109977			
17503		0.052357	-7.369368	6.441432	0.904192	-0.410298	0.042821	-0.110718			
17504		0.010989	-7.314197	6.389950	0.900835	-0.417475	0.041938	-0.111586			
17505		0.055042	-7.570622	6.162005	0.896936	-0.425552	0.040992	-0.112830			
17506		0.164891	-7.775327	6.075703	0.893127	-0.433209	0.039826	-0.114311			
17507		0.281227	-7.814566	6.061533	0.889321	-0.440710	0.038580	-0.115732			
17508		0.295171	-7.852318	5.911332	0.885258	-0.448535	0.037058	-0.117311			
17509		0.359433	-8.051257	5.693863	0.880854	-0.456775	0.035490	-0.119139			
17510		0.481755	-8.259913	5.566344	0.876561	-0.464584	0.033808	-0.121079			
17511		0.550164	-8.259523	5.496335	0.872569	-0.471681	0.032123	-0.122921			
17512		0.575127	-8.243342	5.363677	0.868498	-0.478780	0.030341	-0.124742			
17513		0.664767	-8.274369	5.173848	0.864189	-0.486165	0.028719	-0.126478			
17514		0.754530	-8.414576	5.091964	0.859926	-0.493357	0.027132	-0.128028			
17515		0.732234	-8.349854	4.999273	0.855679	-0.500441	0.025361	-0.129343			
17516		0.895693	-8.546452	4.808706	0.851132	-0.507907	0.023629	-0.130564			
17517		0.914537	-8.626192	4.771104	0.846621	-0.515209	0.021616	-0.131625			
17518		0.923116	-8.584332	4.676330	0.841519	-0.523351	0.019198	-0.132594			
17519		1.084675	-8.838591	4.382997	0.836099	-0.531806	0.016524	-0.133595			
17520		1.063021	-8.917409	4.155652	0.830619	-0.540176	0.013832	-0.134504			
17521		1.251466	-8.854887	3.895688	0.825259	-0.548148	0.011212	-0.135480			
17522		1.271615	-8.961292	3.688276	0.820357	-0.555266	0.008957	-0.136429			
17523		1.237410	-8.769949	3.598902	0.815674	-0.561925	0.006752	-0.137369			
17524		1.485633	-9.010428	3.398592	0.810773	-0.568735	0.004955	-0.138428			
17525		1.465564	-8.930947	3.370599	0.806280	-0.574887	0.003191	-0.139313			
17526		1.483078	-8.891268	3.294721	0.801692	-0.581120	0.001550	-0.139952			
17527		1.511622	-9.080739	3.140134	0.797238	-0.587096	-0.000107	-0.140461			
17528		1.535098	-8.935342	3.049245	0.792582	-0.593288	-0.002082	-0.140781			
17529		1.679896	-9.098823	2.806533	0.787448	-0.600019	-0.004153	-0.141016			
17530		1.764048	-9.192377	2.630050	0.782638	-0.606277	-0.006214	-0.140950			
17531		1.978139	-9.305584	2.523011	0.778460	-0.611651	-0.007680	-0.140798			
17532		1.838644	-9.277010	2.564227	0.775031	-0.616129	-0.008947	-0.140112			
17533		1.775074	-9.156540	2.452478	0.771430	-0.620857	-0.010460	-0.139010			
17534		1.850164	-9.348764	2.146210	0.766950	-0.626610	-0.011843	-0.137866			
17535		2.019718	-9.601462	1.937942	0.762958	-0.631700	-0.013011	-0.136678			
17536		1.976410	-9.518565	1.934741	0.760039	-0.635512	-0.013847	-0.135181			
17537		1.886740	-9.415498	1.742748	0.756929	-0.639509	-0.014533	-0.133701			
17538		2.000740	-9.741748	1.465900	0.753875	-0.643367	-0.014879	-0.132400			
17539		1.995715	-9.717240	1.489856	0.751831	-0.645990	-0.015219	-0.131209			
17540		1.865862	-9.482380	1.504115	0.750063	-0.648268	-0.015311	-0.130076			
17541		1.892675	-9.557012	1.431168	0.748134	-0.650631	-0.015347	-0.129376			
17542		1.909212	-9.496817	1.446607	0.746268	-0.652863	-0.015503	-0.128894			
17543		1.891020	-9.409740	1.365145	0.744232	-0.655235	-0.015849	-0.128587			
17544		1.896086	-9.503823	1.279046	0.741956	-0.657850	-0.016108	-0.128355			
17545		1.834233	-9.414686	1.304566	0.739574	-0.660597	-0.016396	-0.127960			
17546		1.864689	-9.573055	1.244156	0.736952	-0.663612	-0.016723	-0.127443			
17547		1.849697	-9.554430	1.242293	0.734332	-0.666645	-0.017029	-0.126692			
17548		1.904606	-9.480680	1.196797	0.731273	-0.670156	-0.017457	-0.125805			
17549		1.892651	-9.590549	1.105367	0.727858	-0.674063	-0.018123	-0.124633			
17550		1.940062	-9.611970	0.805359	0.724496	-0.677913	-0.018798	-0.123236			
17551		1.841369	-9.631545	0.675640	0.721278	-0.681576	-0.019461	-0.121790			
17552		1.761524	-9.535794	0.653218	0.718052	-0.685155	-0.020546	-0.120589			
17553		1.794262	-9.523220	0.515595	0.714745	-0.688767	-0.021814	-0.119425			
17554		1.703644	-9.358742	0.568595	0.711047	-0.692724	-0.023272	-0.118341			
17555		1.861135	-9.528120	0.339017	0.707019	-0.696987	-0.024758	-0.117138			
17556		1.909728	-9.618176	0.241477	0.703430	-0.700765	-0.026364	-0.115841			
17557		1.877776	-9.518329	0.168685	0.699686	-0.704668	-0.028032	-0.114444			
17558		1.952729	-9.615049	0.012483	0.695503	-0.708972	-0.029733	-0.112916			
17559		1.971611	-9.752582	-0.191961	0.691242	-0.713278	-0.031601	-0.111445			
17560		1.918038	-9.830946	-0.229195	0.687354	-0.717122	-0.033757	-0.110190			
17561		1.927669	-9.774742	-0.302832	0.683694	-0.720671	-0.036225	-0.109012			
17562		1.963054	-9.635184	-0.323944	0.680102	-0.724122	-0.038808	-0.107715			
17563		1.990218	-9.652065	-0.456648	0.676439	-0.727607	-0.041475	-0.106289			
17564		2.018975	-9.577829	-0.607924	0.672564	-0.731220	-0.044146	-0.105007			
17565		2.132520	-9.715778	-0.782812	0.669321	-0.734211	-0.046543	-0.103814			
17566		2.098568	-9.517494	-0.803561	0.666844	-0.736499	-0.048594	-0.102604			
17567		2.129054	-9.481824	-1.137530	0.664409	-0.738769	-0.050142	-0.101324			
17568		2.142799	-9.569309	-1.140008	0.662566	-0.740515	-0.051307	-0.100063			
17569		2.115640	-9.364847	-1.062647	0.660893	-0.742159	-0.052390	-0.098366			
17570		2.139675	-9.337803	-1.183904	0.658745	-0.744281	-0.053344	-0.096209			
17571		2.159156	-9.671202	-1.393023	0.657180	-0.745910	-0.053729	-0.094046			
17572		1.956974	-9.312467	-1.186828	0.656509	-0.746784	-0.053897	-0.091679			
17573		1.867387	-9.319967	-1.298854	0.655417	-0.748027	-0.054032	-0.089242			
17574		1.898199	-9.522882	-1.353079	0.654346	-0.749190	-0.054009	-0.087343			
17575		1.815007	-9.384462	-1.191690	0.653468	-0.750166	-0.053895	-0.085594			
17576		1.856899	-9.363015	-1.164141	0.652659	-0.751112	-0.053725	-0.083549			
17577		1.880025	-9.627649	-1.398169	0.652061	-0.751891	-0.053250	-0.081489			
17578		1.826787	-9.514026	-1.292844	0.651985	-0.752219	-0.052685	-0.079416			
17579		1.836903	-9.560030	-1.286567	0.651654	-0.752753	-0.052072	-0.077451			
17580		1.944212	-9.641717	-1.266290	0.651440	-0.753175	-0.051575	-0.075450			
17581		1.924763	-9.574229	-1.239784	0.651403	-0.753455	-0.050999	-0.073339			
17582		1.912957	-9.619557	-1.379511	0.650883	-0.754158	-0.050344	-0.071153			
17583		1.911664	-9.804447	-1.409805	0.650927	-0.754360	-0.049665	-0.069062			
17584		1.723374	-9.519430	-1.260768	0.651147	-0.754400	-0.048954	-0.067016			
17585		1.655768	-9.582337	-1.392113	0.651363	-0.754447	-0.048241	-0.064874			
17586		1.624078	-9.561716	-1.370580	0.651513	-0.754541	-0.047560	-0.062739			
17587		1.596386	-9.596317	-1.385271	0.651626	-0.754679	-0.046743	-0.060490			
17588		1.649649	-9.730049	-1.516077	0.652214	-0.754405	-0.045620	-0.058392			
17589		1.498008	-9.495513	-1.444350	0.653168	-0.753812	-0.044272	-0.056390			
17590		1.405467	-9.515922	-1.527481	0.653859	-0.753430	-0.042908	-0.054499			
17591		1.298029	-9.629286	-1.483847	0.654387	-0.753153	-0.041806	-0.052821			
17592		1.234590	-9.676979	-1.483846	0.654794	-0.752932	-0.040915	-0.051623			
17593		1.305745	-9.819751	-1.519237	0.655385	-0.752506	-0.040140	-0.050940			
17594		1.308909	-9.716125	-1.459260	0.656093	-0.751942	-0.039315	-0.050789			
17595		1.313893	-9.789694	-1.314199	0.656672	-0.751469	-0.038673	-0.050797			
17596		1.334102	-9.753973	-1.246915	0.656958	-0.751243	-0.038226	-0.050787			
17597		1.368707	-9.878942	-1.268498	0.657138	-0.751111	-0.037799	-0.050717			
17598		1.340471	-9.859578	-1.239296	0.657644	-0.750692	-0.037353	-0.050706			
17599		1.232051	-9.771783	-1.167636	0.658321	-0.750121	-0.036898	-0.050702			
17600		1.255315	-9.781168	-1.237424	0.658944	-0.749577	-0.036760	-0.050754			
17601		1.203778	-9.712061	-1.275019	0.659592	-0.748990	-0.036706	-0.051045			
17602		1.123156	-9.564894	-1.241187	0.659937	-0.748656	-0.036651	-0.051521			
17603		1.170765	-9.581476	-1.204402	0.660074	-0.748511	-0.036532	-0.051945			
17604		1.206105	-9.575651	-1.196870	0.660273	-0.748333	-0.036270	-0.052172			
17605		1.155319	-9.565813	-1.132305	0.660287	-0.748338	-0.035852	-0.052208			
17606		1.163480	-9.684037	-1.153253	0.660378	-0.748273	-0.035410	-0.052285			
17607		1.142747	-9.674020	-1.073987	0.660588	-0.748101	-0.035074	-0.052326			
17608		1.230851	-9.726174	-1.131900	0.660828	-0.747901	-0.034812	-0.052338			
17609		1.228311	-9.709175	-1.076359	0.661181	-0.747603	-0.034371	-0.052434			
17610		1.218883	-9.740902	-1.064116	0.661498	-0.747333	-0.034001	-0.052519			
17611		1.185387	-9.804534	-1.032154	0.662075	-0.746830	-0.033734	-0.052561			
17612		1.165476	-9.799252	-1.038299	0.662355	-0.746562	-0.033739	-0.052842			
17613		1.215735	-9.913909	-1.060408	0.662519	-0.746364	-0.033962	-0.053432			
17614		1.224146	-10.048023	-1.128975	0.662612	-0.746185	-0.034525	-0.054420			
17615		1.264147	-10.160844	-1.162556	0.662999	-0.745680	-0.035455	-0.056004			
17616		1.262568	-10.183280	-1.179916	0.663311	-0.745138	-0.036954	-0.058503			
17617		1.292165	-10.334481	-1.251768	0.663769	-0.744324	-0.039130	-0.062137			
17618		1.344866	-10.220532	-1.224159	0.664260	-0.743302	-0.042023	-0.067050			
17619		1.473263	-10.242637	-1.237362	0.664464	-0.742339	-0.045577	-0.073096			
17620		1.624214	-10.186667	-1.205374	0.664535	-0.741294	-0.049668	-0.080061			
17621		1.815470	-10.152606	-1.206168	0.664594	-0.740042	-0.054184	-0.087847			
17622		2.000966	-10.030134	-1.134826	0.664713	-0.738502	-0.059002	-0.096387			
17623		2.191475	-9.944710	-1.061803	0.664751	-0.736782	-0.064040	-0.105624			
17624		2.421375	-9.791135	-0.908286	0.664778	-0.734850	-0.069410	-0.115101			
17625		2.623687	-9.617479	-0.849628	0.664715	-0.732783	-0.074948	-0.124763			
17626		2.775271	-9.426937	-0.791895	0.664432	-0.730702	-0.080648	-0.134539			
17627		2.935732	-9.388482	-0.778690	0.663925	-0.728612	-0.086320	-0.144490			
17628		3.135291	-9.277235	-0.772735	0.663642	-0.726145	-0.091949	-0.154392			
17629		3.330641	-9.139259	-0.780663	0.663345	-0.723476	-0.097511	-0.164460			
17630		3.484818	-9.029957	-0.780573	0.663071	-0.720605	-0.102951	-0.174547			
17631		3.613858	-8.967819	-0.693236	0.662603	-0.717671	-0.108384	-0.184819			
17632		3.828057	-8.855739	-0.614901	0.662011	-0.714593	-0.113862	-0.195280			
17633		4.089263	-8.811456	-0.519840	0.661368	-0.711298	-0.119409	-0.205886			
17634		4.295617	-8.696120	-0.387597	0.660520	-0.707905	-0.124981	-0.216714			
17635		4.485220	-8.667972	-0.286338	0.659690	-0.704240	-0.130738	-0.227516			
17636		4.754106	-8.514020	-0.164431	0.658735	-0.700436	-0.136628	-0.238306			
17637		4.948738	-8.483056	-0.128187	0.657599	-0.696512	-0.142626	-0.249182			
17638		5.197491	-8.397739	-0.124607	0.656479	-0.692283	-0.148663	-0.260153			
17639		5.347078	-8.272191	-0.045711	0.655375	-0.687700	-0.154771	-0.271290			
17640		5.583317	-8.094196	0.066310	0.654341	-0.682686	-0.160961	-0.282611			
17641		5.776825	-7.827489	0.229069	0.653415	-0.677306	-0.167254	-0.293824			
17642		5.974816	-7.563639	0.343573	0.652081	-0.672065	-0.173440	-0.305021			
17643		6.110129	-7.438979	0.473461	0.650283	-0.666997	-0.179378	-0.316339			
17644		6.286706	-7.301059	0.508501	0.648461	-0.661733	-0.185345	-0.327497			
17645		6.441130	-7.111691	0.638286	0.646374	-0.656518	-0.191189	-0.338573			
17646		6.622317	-7.033276	0.648983	0.643843	-0.651376	-0.196961	-0.349832			
17647		6.745988	-6.968854	0.727098	0.641042	-0.646042	-0.202841	-0.361318			
17648		6.999068	-6.729678	0.869594	0.638505	-0.640118	-0.209094	-0.372613			
17649		7.166470	-6.423461	0.931309	0.636136	-0.633797	-0.215558	-0.383624			
17650		7.356976	-6.109304	0.973919	0.633657	-0.627336	-0.221818	-0.394620			
17651		7.493673	-5.900881	1.060724	0.631027	-0.620810	-0.227726	-0.405636			
17652		7.639795	-5.705566	1.244770	0.628437	-0.614143	-0.233500	-0.416382			
17653		7.751285	-5.401954	1.394164	0.625850	-0.607456	-0.238944	-0.426865			
17654		7.833733	-5.297897	1.493593	0.623368	-0.600623	-0.244249	-0.437043			
17655		7.940853	-5.039861	1.590219	0.620894	-0.593619	-0.249500	-0.447054			
17656		8.011816	-4.776591	1.799890	0.618156	-0.586754	-0.254513	-0.456975			
17657		8.137527	-4.742701	1.849502	0.614986	-0.580139	-0.259371	-0.466859			
17658		8.246143	-4.578153	1.940965	0.611890	-0.573319	-0.264520	-0.476368			
17659		8.348198	-4.226025	2.101426	0.608583	-0.566468	-0.269656	-0.485826			
17660		8.524521	-4.059107	2.232248	0.605200	-0.559656	-0.274637	-0.495069			
17661		8.612367	-3.800215	2.249135	0.602006	-0.552619	-0.279588	-0.504016			
17662		8.670826	-3.519672	2.356564	0.598853	-0.545570	-0.284263	-0.512759			
17663		8.704298	-3.274349	2.477760	0.595760	-0.538572	-0.288612	-0.521261			
17664		8.729293	-3.183819	2.538696	0.592630	-0.531566	-0.292836	-0.529598			
17665		8.664858	-3.027946	2.596476	0.589411	-0.524474	-0.296901	-0.537932			
17666		8.650379	-2.873032	2.747061	0.586230	-0.517203	-0.301083	-0.546063			
17667		8.727575	-2.576284	2.835285	0.583029	-0.509781	-0.305510	-0.553953			
17668		8.814746	-2.283128	2.899374	0.579746	-0.502353	-0.309891	-0.561697			
17669		8.849711	-2.023511	2.972952	0.576284	-0.495112	-0.314073	-0.569314			
17670		8.899315	-1.866698	3.026787	0.572695	-0.487959	-0.318043	-0.576858			
17671		8.958983	-1.735596	3.167151	0.569180	-0.480760	-0.322099	-0.584086			
17672		8.916597	-1.284283	3.353202	0.565819	-0.473624	-0.326204	-0.590863			
17673		8.924345	-1.175870	3.396314	0.562032	-0.466984	-0.329705	-0.597779			
17674		9.014499	-1.089743	3.442511	0.558221	-0.460347	-0.332996	-0.604635			
17675		8.962174	-0.998366	3.514758	0.554664	-0.453466	-0.336480	-0.611145			
17676		8.939651	-0.692017	3.567568	0.551319	-0.446395	-0.340124	-0.617329			
17677		8.906421	-0.347864	3.736378	0.547868	-0.439559	-0.343387	-0.623468			
17678		8.795035	-0.259434	3.835005	0.544353	-0.433099	-0.346301	-0.629429			
17679		8.761441	-0.160337	3.847895	0.541048	-0.426746	-0.349393	-0.634885			
17680		8.750171	-0.039958	3.903905	0.537722	-0.420608	-0.352463	-0.640089			
17681		8.766821	0.021853	3.924775	0.534250	-0.414671	-0.355195	-0.645338			
17682		8.752967	0.073395	3.940071	0.530857	-0.408534	-0.358250	-0.650344			
17683		8.734892	0.289598	4.045303	0.527491	-0.402149	-0.361775	-0.655094			
17684		8.748816	0.630203	4.162476	0.523625	-0.395981	-0.364918	-0.660189			
17685		8.771020	0.875638	4.218489	0.519675	-0.389872	-0.367897	-0.665274			
17686		8.762270	1.422414	4.427143	0.516245	-0.383814	-0.371340	-0.669540			
17687		8.751384	2.034785	4.628810	0.513289	-0.378672	-0.374208	-0.673135			
17688		8.786588	2.267471	4.702584	0.511037	-0.374779	-0.376384	-0.675808			
17689		8.689884	2.325214	4.788353	0.509659	-0.372179	-0.377594	-0.677609			
17690		8.631469	2.281434	4.794002	0.508993	-0.370959	-0.377954	-0.678577			
17691		8.661097	1.928828	4.634599	0.508952	-0.370637	-0.377860	-0.678835			
17692		8.697296	1.691507	4.444436	0.509407	-0.370749	-0.377734	-0.678503			
17693		8.703222	1.520607	4.298035	0.509849	-0.371378	-0.377234	-0.678105			
17694		8.733506	1.279783	4.215495	0.510073	-0.372241	-0.376567	-0.677835			
17695		8.730328	1.089520	4.182285	0.510285	-0.372795	-0.376283	-0.677529			
17696		8.750782	1.092288	4.157038	0.510341	-0.372984	-0.376117	-0.677474			
17697		8.752998	1.206673	4.251579	0.510262	-0.372947	-0.376049	-0.677592			
