// Start Time: Unknown
// Update Rate: 40.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.3.5
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Vel_X	Vel_Y	Vel_Z
17377		-0.211662	0.140441	9.879170	0.995834	0.002855	0.012287	0.090309			
17378		-0.257038	0.017750	9.786973	0.995754	0.001502	0.013098	0.091105			
17379		-0.290398	0.070558	9.718726	0.995658	0.000193	0.013673	0.092078			
17380		-0.301815	0.178944	9.766288	0.995549	-0.000891	0.014537	0.093115			
17381		-0.372021	0.417093	9.823735	0.995404	-0.002101	0.015326	0.094507			
17382		-0.429382	0.385072	9.803996	0.995249	-0.003724	0.016006	0.095964			
17383		-0.449004	0.077827	9.734548	0.995093	-0.006198	0.016596	0.097342			
17384		-0.509660	-0.169149	9.969549	0.994937	-0.008237	0.016915	0.098720			
17385		-0.472477	-0.093740	9.946616	0.994782	-0.010172	0.017103	0.100063			
17386		-0.459084	-0.537488	9.908330	0.994679	-0.011653	0.017477	0.100858			
17387		-0.417228	-0.764914	9.783411	0.994600	-0.012609	0.017859	0.101455			
17388		-0.376291	-0.672631	9.957597	0.994577	-0.012821	0.018229	0.101582			
17389		-0.362422	-0.500594	9.896829	0.994602	-0.012683	0.018666	0.101282			
17390		-0.309280	-0.275835	9.884150	0.994629	-0.012604	0.018897	0.100977			
17391		-0.348754	-0.142443	9.897431	0.994664	-0.013349	0.018804	0.100561			
17392		-0.315955	-0.262399	9.721800	0.994702	-0.014663	0.018718	0.100009			
17393		-0.333430	-0.301468	9.678506	0.994729	-0.015515	0.018679	0.099622			
17394		-0.394782	-0.202939	9.865935	0.994765	-0.016067	0.018777	0.099154			
17395		-0.385980	-0.224772	9.814260	0.994801	-0.016666	0.018708	0.098709			
17396		-0.363358	-0.407185	9.744539	0.994826	-0.017409	0.018749	0.098320			
17397		-0.407815	-0.388957	9.748685	0.994850	-0.017457	0.018905	0.098039			
17398		-0.365995	-0.202570	9.841048	0.994865	-0.017599	0.019288	0.097784			
17399		-0.432964	-0.126313	9.795424	0.994859	-0.018011	0.019679	0.097695			
17400		-0.471930	-0.236625	9.766814	0.994855	-0.018373	0.019712	0.097662			
17401		-0.435942	-0.401399	9.777965	0.994847	-0.018694	0.020002	0.097616			
17402		-0.466915	-0.366271	9.774358	0.994830	-0.018775	0.020471	0.097684			
17403		-0.451676	-0.232165	9.857525	0.994811	-0.018750	0.020816	0.097804			
17404		-0.501788	-0.263399	9.841921	0.994788	-0.019109	0.021100	0.097912			
17405		-0.494943	-0.425555	9.813279	0.994774	-0.019290	0.021392	0.097954			
17406		-0.527341	-0.430443	9.802155	0.994765	-0.019200	0.021566	0.098026			
17407		-0.484357	-0.324153	9.840864	0.994766	-0.019061	0.021698	0.098016			
17408		-0.467261	-0.262435	9.881705	0.994762	-0.019219	0.021784	0.098000			
17409		-0.513276	-0.307735	9.814305	0.994756	-0.019476	0.021697	0.098033			
17410		-0.472131	-0.340946	9.829007	0.994755	-0.019577	0.021660	0.098035			
17411		-0.508520	-0.436844	9.831470	0.994768	-0.019566	0.021629	0.097905			
17412		-0.496603	-0.323098	9.812395	0.994773	-0.019552	0.021552	0.097872			
17413		-0.533878	-0.240908	9.817396	0.994777	-0.019660	0.021306	0.097870			
17414		-0.447681	-0.296539	9.808618	0.994783	-0.019869	0.021036	0.097820			
17415		-0.434995	-0.368903	9.756704	0.994786	-0.020105	0.020879	0.097775			
17416		-0.424050	-0.510290	9.701690	0.994798	-0.020146	0.020944	0.097634			
17417		-0.433661	-0.386582	9.773425	0.994811	-0.019870	0.020940	0.097558			
17418		-0.424671	-0.226812	9.782439	0.994821	-0.019928	0.020756	0.097483			
17419		-0.439794	-0.222966	9.774492	0.994814	-0.020659	0.020649	0.097425			
17420		-0.447589	-0.363657	9.780852	0.994811	-0.021444	0.020448	0.097326			
17421		-0.428944	-0.491707	9.768952	0.994814	-0.021852	0.020449	0.097212			
17422		-0.458450	-0.521846	9.763592	0.994836	-0.021709	0.020383	0.097034			
17423		-0.380096	-0.311158	9.832224	0.994850	-0.021425	0.020481	0.096928			
17424		-0.443181	-0.217931	9.808998	0.994852	-0.021461	0.020494	0.096901			
17425		-0.421273	-0.386033	9.798258	0.994865	-0.021639	0.020454	0.096728			
17426		-0.467011	-0.532701	9.781157	0.994884	-0.021693	0.020432	0.096529			
17427		-0.437211	-0.359502	9.813449	0.994900	-0.021678	0.020512	0.096352			
17428		-0.472539	-0.300225	9.794574	0.994906	-0.021797	0.020520	0.096260			
17429		-0.463165	-0.326963	9.819848	0.994911	-0.021957	0.020569	0.096158			
17430		-0.484840	-0.389794	9.768666	0.994921	-0.022083	0.020593	0.096019			
17431		-0.439956	-0.338509	9.768861	0.994928	-0.022152	0.020460	0.095962			
17432		-0.445018	-0.393359	9.818407	0.994927	-0.022198	0.020534	0.095945			
17433		-0.495266	-0.415638	9.714743	0.994923	-0.022330	0.020661	0.095931			
17434		-0.447057	-0.371430	9.723438	0.994915	-0.022446	0.020912	0.095932			
17435		-0.463397	-0.320514	9.634215	0.994889	-0.023074	0.021316	0.095965			
17436		-0.487204	-0.354686	9.718923	0.994855	-0.024051	0.021663	0.095999			
17437		-0.499178	-0.397307	9.723191	0.994812	-0.025129	0.022022	0.096087			
17438		-0.458287	-0.471536	9.771388	0.994769	-0.026081	0.022539	0.096156			
17439		-0.482753	-0.571623	9.803596	0.994729	-0.027112	0.023022	0.096175			
17440		-0.495971	-0.596814	9.849939	0.994694	-0.027772	0.023581	0.096214			
17441		-0.532825	-0.471217	9.785731	0.994663	-0.028230	0.023881	0.096328			
17442		-0.520054	-0.487825	9.803788	0.994631	-0.028902	0.024268	0.096358			
17443		-0.557616	-0.491028	9.784482	0.994598	-0.029723	0.024449	0.096400			
17444		-0.546623	-0.515778	9.762264	0.994563	-0.030789	0.024600	0.096393			
17445		-0.549591	-0.557688	9.777075	0.994515	-0.032262	0.024719	0.096372			
17446		-0.567547	-0.443232	9.804650	0.994452	-0.033701	0.024829	0.096503			
17447		-0.619189	-0.548170	9.786619	0.994378	-0.035539	0.024837	0.096609			
17448		-0.541348	-0.673536	9.796120	0.994316	-0.037148	0.024960	0.096610			
17449		-0.551382	-0.822464	9.717172	0.994270	-0.038300	0.025159	0.096574			
17450		-0.551855	-0.906613	9.720948	0.994228	-0.039152	0.025431	0.096592			
17451		-0.598263	-0.666936	9.734938	0.994184	-0.040046	0.025928	0.096555			
17452		-0.602522	-0.623657	9.747280	0.994134	-0.041290	0.026206	0.096471			
17453		-0.601101	-0.596453	9.727930	0.994047	-0.043126	0.026405	0.096507			
17454		-0.612379	-0.752437	9.718058	0.993936	-0.045503	0.026622	0.096496			
17455		-0.619945	-0.913070	9.736956	0.993813	-0.047957	0.026852	0.096517			
17456		-0.620364	-0.960073	9.731359	0.993704	-0.049830	0.027018	0.096642			
17457		-0.639954	-0.926362	9.773699	0.993611	-0.051352	0.027311	0.096713			
17458		-0.646060	-0.876873	9.860723	0.993504	-0.053088	0.027576	0.096803			
17459		-0.690851	-1.105562	9.776889	0.993402	-0.054959	0.027763	0.096758			
17460		-0.685726	-1.145876	9.730577	0.993317	-0.056362	0.027938	0.096772			
17461		-0.692573	-1.058642	9.706090	0.993246	-0.057729	0.027926	0.096690			
17462		-0.660128	-1.054275	9.671724	0.993158	-0.059164	0.028203	0.096647			
17463		-0.630537	-1.051805	9.718116	0.993060	-0.060880	0.028435	0.096523			
17464		-0.700784	-1.054731	9.680752	0.992913	-0.063308	0.028596	0.096422			
17465		-0.656567	-1.172914	9.677717	0.992764	-0.065898	0.028525	0.096242			
17466		-0.667489	-1.330298	9.600299	0.992598	-0.068472	0.028627	0.096132			
17467		-0.659568	-1.247625	9.569536	0.992444	-0.070682	0.028930	0.096030			
17468		-0.680897	-1.249877	9.635991	0.992250	-0.073266	0.029308	0.095983			
17469		-0.774054	-1.341913	9.756896	0.992016	-0.076526	0.029299	0.095866			
17470		-0.722919	-1.459152	9.713400	0.991749	-0.080123	0.029187	0.095716			
17471		-0.713581	-1.480961	9.686715	0.991487	-0.083360	0.028975	0.095737			
17472		-0.737629	-1.525068	9.620441	0.991198	-0.086680	0.028949	0.095783			
17473		-0.730115	-1.661835	9.555004	0.990912	-0.089720	0.029115	0.095896			
17474		-0.772976	-1.880996	9.581500	0.990643	-0.092642	0.029361	0.095822			
17475		-0.789215	-1.712299	9.635118	0.990366	-0.095460	0.029547	0.095863			
17476		-0.791555	-1.662051	9.620228	0.990049	-0.098573	0.029528	0.095997			
17477		-0.786653	-1.802564	9.530173	0.989669	-0.102176	0.029474	0.096160			
17478		-0.765321	-1.975366	9.645922	0.989293	-0.105576	0.029501	0.096343			
17479		-0.804784	-2.167507	9.489140	0.988961	-0.108525	0.029462	0.096491			
17480		-0.733340	-2.125554	9.546514	0.988669	-0.110935	0.029556	0.096717			
17481		-0.775791	-2.015865	9.603632	0.988377	-0.113290	0.029700	0.096928			
17482		-0.809382	-2.022654	9.492988	0.987987	-0.116381	0.029738	0.097226			
17483		-0.809098	-2.063751	9.498715	0.987506	-0.120131	0.029522	0.097612			
17484		-0.830892	-2.352317	9.510458	0.986987	-0.124176	0.029397	0.097842			
17485		-0.826072	-2.464978	9.359831	0.986467	-0.128076	0.029250	0.098099			
17486		-0.837974	-2.458188	9.426051	0.985966	-0.131752	0.029089	0.098316			
17487		-0.792620	-2.452470	9.378916	0.985405	-0.135758	0.029036	0.098510			
17488		-0.791797	-2.631023	9.292091	0.984801	-0.139933	0.028976	0.098719			
17489		-0.838680	-2.648448	9.348347	0.984141	-0.144355	0.028947	0.098944			
17490		-0.887641	-2.764524	9.307102	0.983404	-0.149254	0.028675	0.099088			
17491		-0.883141	-2.855355	9.258645	0.982608	-0.154357	0.028370	0.099250			
17492		-0.878859	-2.848656	9.213586	0.981757	-0.159573	0.028167	0.099481			
17493		-0.854827	-3.032187	9.218239	0.980788	-0.165307	0.027948	0.099733			
17494		-0.840916	-3.310445	9.204210	0.979806	-0.170939	0.027844	0.099921			
17495		-0.870405	-3.278681	9.114005	0.978825	-0.176278	0.028026	0.100213			
17496		-0.917931	-3.298120	9.095129	0.977818	-0.181538	0.028291	0.100572			
17497		-0.893329	-3.283630	8.832239	0.976627	-0.187520	0.028842	0.101018			
17498		-1.005399	-3.396312	8.983694	0.975321	-0.193834	0.029208	0.101612			
17499		-0.948794	-3.699940	8.887502	0.973921	-0.200361	0.029548	0.102276			
17500		-0.943122	-3.865113	8.922299	0.972526	-0.206612	0.030072	0.102959			
17501		-1.064931	-3.962237	8.917563	0.971152	-0.212466	0.030669	0.103831			
17502		-1.040363	-3.977674	8.882317	0.969720	-0.218390	0.031484	0.104681			
17503		-1.102533	-4.176990	8.777474	0.968230	-0.224411	0.032300	0.105486			
17504		-1.115256	-4.218482	8.719533	0.966786	-0.229981	0.033300	0.106416			
17505		-1.207208	-4.143345	8.662837	0.965206	-0.235870	0.034564	0.107464			
17506		-1.286020	-4.345809	8.604752	0.963487	-0.242193	0.035452	0.108528			
17507		-1.266510	-4.636982	8.622758	0.961677	-0.248762	0.036149	0.109487			
17508		-1.210587	-4.645622	8.509932	0.959851	-0.255186	0.037014	0.110436			
17509		-1.331724	-4.752250	8.448945	0.957930	-0.261778	0.037798	0.111421			
17510		-1.346954	-4.997463	8.439154	0.955894	-0.268654	0.038486	0.112298			
17511		-1.420957	-5.293723	8.400027	0.953976	-0.274946	0.039262	0.113103			
17512		-1.387532	-5.339405	8.269388	0.952316	-0.280254	0.040152	0.113750			
17513		-1.430968	-5.218858	8.267473	0.950719	-0.285187	0.041262	0.114453			
17514		-1.545242	-5.351990	8.178992	0.949000	-0.290499	0.042266	0.114988			
17515		-1.504801	-5.461180	8.013886	0.947260	-0.295868	0.043089	0.115345			
17516		-1.500302	-5.428278	8.077124	0.945548	-0.300985	0.044062	0.115780			
17517		-1.592689	-5.605129	7.985899	0.943530	-0.307010	0.044673	0.116191			
17518		-1.487292	-5.631850	7.714463	0.941535	-0.312880	0.045372	0.116445			
17519		-1.626009	-5.622870	7.889558	0.939309	-0.319288	0.045939	0.116808			
17520		-1.676589	-5.908527	7.747852	0.936714	-0.326685	0.046218	0.117085			
17521		-1.682238	-6.074995	7.687662	0.934336	-0.333236	0.046738	0.117409			
17522		-1.688771	-6.214184	7.679044	0.932105	-0.339192	0.047218	0.117899			
17523		-1.657982	-6.291802	7.270176	0.930219	-0.344048	0.048181	0.118329			
17524		-1.702583	-6.161952	7.452547	0.928645	-0.347907	0.049538	0.118849			
17525		-1.738644	-6.256864	7.339008	0.926946	-0.352121	0.050615	0.119251			
17526		-1.753172	-6.295081	7.171930	0.925398	-0.355855	0.051836	0.119660			
17527		-1.851401	-6.247913	7.267782	0.923658	-0.359965	0.052940	0.120327			
17528		-1.775909	-6.355959	6.927739	0.921675	-0.364619	0.053961	0.121060			
17529		-1.856027	-6.392480	7.102561	0.919627	-0.369343	0.055123	0.121792			
17530		-1.897471	-6.520344	7.083021	0.917282	-0.374704	0.056059	0.122670			
17531		-2.000243	-6.846158	7.146278	0.915034	-0.379707	0.056790	0.123733			
17532		-1.882957	-7.126747	6.978041	0.913140	-0.383814	0.057336	0.124801			
17533		-1.912877	-6.914650	6.738706	0.911824	-0.386462	0.058508	0.125700			
17534		-2.066077	-6.672939	6.750136	0.910394	-0.389345	0.059814	0.126554			
17535		-2.168564	-6.768237	7.009272	0.908629	-0.392976	0.060631	0.127620			
17536		-2.146555	-7.102448	6.860104	0.906775	-0.396865	0.060973	0.128603			
17537		-2.076659	-7.105360	6.499004	0.905244	-0.400011	0.061430	0.129424			
17538		-2.197917	-7.043346	6.667052	0.903961	-0.402527	0.061975	0.130330			
17539		-2.136358	-7.295563	6.577482	0.902731	-0.404968	0.062423	0.131080			
17540		-2.134139	-7.230450	6.434500	0.902098	-0.406071	0.063265	0.131619			
17541		-2.153442	-6.998061	6.454932	0.901721	-0.406528	0.064287	0.132295			
17542		-2.103637	-6.955493	6.394874	0.901148	-0.407391	0.065280	0.133051			
17543		-2.105340	-6.991124	6.326778	0.900549	-0.408288	0.066432	0.133788			
17544		-2.359542	-6.959031	6.414448	0.899736	-0.409583	0.067614	0.134704			
17545		-2.347119	-7.153706	6.329637	0.898811	-0.411208	0.068395	0.135532			
17546		-2.381962	-7.163222	6.417393	0.897957	-0.412662	0.069387	0.136267			
17547		-2.395711	-7.129857	6.379774	0.896937	-0.414503	0.070194	0.136983			
17548		-2.337423	-7.116805	6.303189	0.895871	-0.416443	0.070978	0.137670			
17549		-2.421337	-7.182066	6.272701	0.894569	-0.418902	0.071557	0.138370			
17550		-2.454535	-7.233129	6.248254	0.893248	-0.421427	0.071944	0.139038			
17551		-2.481239	-7.145859	6.203159	0.891863	-0.424087	0.072253	0.139679			
17552		-2.440358	-7.108163	5.916064	0.890413	-0.426810	0.072574	0.140471			
17553		-2.481635	-7.175218	6.033664	0.888984	-0.429442	0.073140	0.141202			
17554		-2.484093	-7.202373	5.847662	0.887357	-0.432455	0.073776	0.141906			
17555		-2.618272	-7.188821	5.985464	0.885658	-0.435472	0.074624	0.142847			
17556		-2.623276	-7.404861	5.990288	0.883680	-0.439110	0.074970	0.143775			
17557		-2.561081	-7.477875	5.770544	0.881865	-0.442423	0.075525	0.144474			
17558		-2.572909	-7.398750	5.823611	0.879968	-0.445864	0.076147	0.145132			
17559		-2.657548	-7.506311	5.797900	0.877938	-0.449562	0.076637	0.145761			
17560		-2.689028	-7.553875	5.654841	0.875908	-0.453210	0.077218	0.146364			
17561		-2.759005	-7.613869	5.636134	0.873956	-0.456670	0.077787	0.146975			
17562		-2.752515	-7.620000	5.628770	0.872076	-0.459977	0.078165	0.147631			
17563		-2.741897	-7.640398	5.530131	0.870073	-0.463504	0.078553	0.148210			
17564		-2.777682	-7.654432	5.418016	0.868017	-0.467099	0.078862	0.148812			
17565		-2.837298	-7.723656	5.542528	0.866197	-0.470160	0.079132	0.149634			
17566		-2.862550	-7.903463	5.433028	0.864406	-0.473174	0.079073	0.150517			
17567		-2.793440	-7.937656	5.255340	0.863015	-0.475445	0.079310	0.151215			
17568		-2.935140	-7.976664	5.292403	0.861836	-0.477259	0.079566	0.152089			
17569		-2.828313	-8.077526	4.980783	0.860714	-0.479053	0.079912	0.152622			
17570		-2.822476	-7.821617	5.095893	0.859622	-0.480830	0.080282	0.152995			
17571		-3.028466	-7.874768	5.233613	0.858306	-0.483031	0.080412	0.153381			
17572		-2.876767	-8.068481	4.909875	0.857080	-0.485125	0.080182	0.153750			
17573		-2.828973	-7.849172	4.824910	0.856263	-0.486468	0.080575	0.153852			
17574		-2.929235	-7.746915	4.979078	0.855522	-0.487611	0.081006	0.154128			
17575		-2.916389	-7.820781	5.003514	0.854702	-0.488840	0.081594	0.154472			
17576		-2.973662	-7.959328	4.907881	0.853764	-0.490239	0.082078	0.154969			
17577		-2.965566	-7.997953	4.987777	0.852845	-0.491633	0.082580	0.155349			
17578		-2.940896	-7.921193	4.908723	0.852221	-0.492454	0.083087	0.155902			
17579		-2.876158	-7.950892	4.887785	0.851617	-0.493248	0.083668	0.156379			
17580		-2.878135	-8.133408	4.874491	0.851024	-0.494072	0.084126	0.156760			
17581		-2.904769	-8.083668	5.034855	0.850542	-0.494689	0.084552	0.157197			
17582		-2.832438	-8.086391	4.821298	0.849734	-0.495945	0.084530	0.157621			
17583		-2.893258	-8.117263	4.926509	0.849115	-0.496952	0.084233	0.157945			
17584		-2.856861	-8.267008	4.804333	0.848956	-0.497181	0.084128	0.158139			
17585		-2.881436	-8.083252	4.811565	0.848733	-0.497476	0.084109	0.158417			
17586		-2.927607	-7.967810	4.822983	0.848513	-0.497709	0.084244	0.158791			
17587		-2.964050	-8.083145	4.756792	0.848104	-0.498256	0.084173	0.159296			
17588		-2.884863	-8.185552	4.888131	0.847960	-0.498362	0.084077	0.159781			
17589		-2.893500	-8.115895	4.727797	0.848046	-0.498054	0.084271	0.160184			
17590		-2.894907	-7.962282	4.561476	0.848338	-0.497413	0.084592	0.160462			
17591		-2.979955	-7.921529	4.594893	0.848569	-0.496887	0.085017	0.160642			
17592		-3.013117	-7.926594	4.607653	0.848720	-0.496503	0.085436	0.160807			
17593		-3.009844	-7.930433	4.757984	0.848867	-0.496078	0.085896	0.161099			
17594		-3.036839	-8.004828	4.818310	0.849151	-0.495423	0.086624	0.161231			
17595		-2.983089	-8.187034	4.701118	0.849324	-0.494996	0.087255	0.161289			
17596		-3.034855	-8.076305	4.821265	0.849683	-0.494299	0.088046	0.161105			
17597		-3.093097	-8.017585	4.944290	0.849720	-0.494214	0.088322	0.161021			
17598		-3.030316	-8.085140	4.984980	0.849845	-0.494004	0.088445	0.160939			
17599		-3.093230	-8.147385	4.837604	0.850172	-0.493436	0.088597	0.160867			
17600		-2.981492	-7.962308	4.777889	0.850601	-0.492692	0.088937	0.160693			
17601		-3.116723	-7.816315	4.918994	0.850957	-0.492068	0.089107	0.160632			
17602		-3.133824	-7.866255	4.756494	0.851133	-0.491774	0.089175	0.160560			
17603		-3.158114	-7.963620	4.845565	0.851328	-0.491454	0.089377	0.160392			
17604		-3.122147	-8.009600	4.969040	0.851573	-0.491046	0.089691	0.160167			
17605		-3.128533	-7.880843	4.875503	0.851685	-0.490847	0.089982	0.160018			
17606		-3.151273	-7.931245	4.893513	0.851919	-0.490422	0.090256	0.159918			
17607		-3.097399	-7.913832	4.890582	0.852259	-0.489768	0.090839	0.159780			
17608		-3.122659	-7.822486	4.978872	0.852469	-0.489312	0.091242	0.159829			
17609		-3.157690	-7.866963	5.026321	0.852665	-0.488916	0.091517	0.159837			
17610		-3.035218	-7.953759	4.907587	0.852749	-0.488714	0.091610	0.159955			
17611		-3.135374	-7.938990	4.943985	0.853154	-0.487999	0.091741	0.159905			
17612		-3.058023	-7.744998	4.956748	0.853512	-0.487302	0.091936	0.160005			
17613		-3.169015	-7.771265	5.043549	0.853589	-0.487117	0.091858	0.160204			
17614		-3.115967	-7.876748	4.989178	0.853614	-0.487038	0.091682	0.160412			
17615		-3.136185	-7.868944	5.016629	0.853835	-0.486621	0.091406	0.160659			
17616		-3.036462	-7.801402	4.880699	0.854277	-0.485821	0.091187	0.160851			
17617		-3.153382	-7.714695	4.965097	0.854821	-0.484839	0.091134	0.160958			
17618		-3.131913	-7.726648	4.944702	0.855364	-0.483857	0.091122	0.161031			
17619		-3.176076	-7.767302	4.965495	0.855817	-0.483053	0.091163	0.161015			
17620		-3.211175	-7.894872	5.048382	0.856245	-0.482350	0.091135	0.160864			
17621		-3.127564	-7.885539	5.146028	0.856815	-0.481369	0.091179	0.160743			
17622		-3.111278	-7.803198	5.110713	0.857260	-0.480601	0.091387	0.160552			
17623		-3.154092	-7.912642	5.103298	0.857844	-0.479639	0.091563	0.160206			
17624		-3.055328	-7.913969	5.086007	0.858554	-0.478476	0.091634	0.159842			
17625		-3.083158	-7.823888	5.184022	0.859275	-0.477349	0.091574	0.159370			
17626		-3.036230	-7.762147	5.198548	0.859691	-0.476779	0.091204	0.159042			
17627		-3.060475	-7.715097	5.159738	0.860118	-0.476140	0.090820	0.158872			
17628		-3.059789	-7.688067	5.239220	0.860478	-0.475561	0.090411	0.158886			
17629		-3.016449	-7.742955	5.121381	0.860779	-0.475116	0.090032	0.158806			
17630		-3.049416	-7.664175	5.145510	0.861253	-0.474317	0.089811	0.158747			
17631		-3.016709	-7.684722	5.117626	0.861616	-0.473678	0.089662	0.158769			
17632		-3.026521	-7.618221	5.082144	0.861910	-0.473143	0.089736	0.158727			
17633		-2.977680	-7.602469	5.119035	0.862188	-0.472543	0.089951	0.158884			
17634		-2.977029	-7.592213	5.230485	0.862542	-0.471751	0.090461	0.159026			
17635		-2.983648	-7.695322	5.145267	0.862600	-0.471483	0.090710	0.159362			
17636		-3.007182	-7.709845	5.260369	0.862904	-0.470709	0.091387	0.159618			
17637		-3.045666	-7.695387	5.307411	0.863022	-0.470267	0.091615	0.160153			
17638		-3.025536	-7.651693	5.312711	0.863256	-0.469647	0.092035	0.160469			
17639		-3.038513	-7.616073	5.303317	0.863380	-0.469224	0.092416	0.160819			
17640		-3.139286	-7.704629	5.307986	0.863453	-0.468965	0.092726	0.161002			
17641		-3.192576	-7.757781	5.347349	0.863693	-0.468530	0.092846	0.160914			
17642		-3.071557	-7.735946	5.325034	0.864279	-0.467455	0.092925	0.160848			
17643		-3.057160	-7.548294	5.344521	0.864536	-0.467080	0.092993	0.160520			
17644		-3.136303	-7.571344	5.406604	0.864817	-0.466653	0.092702	0.160414			
17645		-3.057846	-7.542598	5.352308	0.864933	-0.466558	0.092426	0.160223			
17646		-3.100564	-7.617458	5.311828	0.864946	-0.466716	0.091798	0.160055			
17647		-2.925334	-7.587044	5.301998	0.865006	-0.466770	0.091336	0.159835			
17648		-3.065014	-7.616426	5.296260	0.864848	-0.467294	0.090699	0.159525			
17649		-3.033504	-7.822867	5.241721	0.864966	-0.467267	0.090132	0.159285			
17650		-3.053497	-7.694395	5.427304	0.865018	-0.467445	0.089451	0.158863			
17651		-3.054675	-7.640721	5.376250	0.865384	-0.467051	0.088816	0.158387			
17652		-3.123114	-7.710775	5.331138	0.865334	-0.467437	0.087888	0.158038			
17653		-3.023383	-7.824454	5.346149	0.865615	-0.467192	0.086781	0.157835			
17654		-2.917521	-7.699182	5.345927	0.865824	-0.467124	0.085593	0.157537			
17655		-2.963094	-7.611105	5.362222	0.866173	-0.466742	0.084503	0.157341			
17656		-2.922016	-7.646649	5.313881	0.866356	-0.466571	0.082893	0.157695			
17657		-2.808702	-7.717988	5.257612	0.866520	-0.466374	0.081491	0.158107			
17658		-2.937500	-7.720254	5.408605	0.866758	-0.466150	0.080365	0.158041			
17659		-2.824145	-7.613424	5.395844	0.866824	-0.466164	0.078892	0.158376			
17660		-2.908496	-7.621366	5.379005	0.866898	-0.466094	0.077787	0.158725			
17661		-2.781456	-7.787459	5.525510	0.866867	-0.466155	0.076258	0.159455			
17662		-2.830832	-7.824631	5.447825	0.866740	-0.466510	0.074672	0.159860			
17663		-2.794108	-7.765394	5.432616	0.866801	-0.466437	0.072852	0.160577			
17664		-2.634497	-7.714134	5.398200	0.866830	-0.466383	0.071327	0.161264			
17665		-2.716850	-7.707219	5.368023	0.866896	-0.466257	0.069572	0.162036			
17666		-2.656371	-7.607075	5.377775	0.866948	-0.466058	0.067855	0.163054			
17667		-2.599393	-7.651915	5.316119	0.866938	-0.465818	0.066545	0.164327			
17668		-2.613975	-7.628368	5.424090	0.866797	-0.465768	0.065341	0.165693			
17669		-2.604026	-7.786745	5.357969	0.866536	-0.465999	0.063883	0.166970			
17670		-2.658239	-7.693320	5.432830	0.866061	-0.466671	0.062458	0.168094			
17671		-2.636966	-7.771035	5.242886	0.865829	-0.466841	0.061047	0.169330			
17672		-2.530437	-7.813218	5.443711	0.865562	-0.467004	0.060221	0.170540			
17673		-2.654630	-7.831578	5.479507	0.865206	-0.467396	0.059022	0.171684			
17674		-2.454707	-7.743419	5.427804	0.864679	-0.468033	0.057781	0.173024			
17675		-2.602576	-7.807565	5.357912	0.864316	-0.468335	0.056764	0.174350			
17676		-2.543218	-7.768024	5.426963	0.864028	-0.468451	0.055815	0.175767			
17677		-2.648235	-7.683621	5.315005	0.863797	-0.468442	0.054809	0.177236			
17678		-2.585962	-7.747528	5.354996	0.863384	-0.468712	0.053965	0.178789			
17679		-2.532562	-7.747054	5.386320	0.862891	-0.469040	0.053170	0.180538			
17680		-2.628552	-7.724787	5.336699	0.862272	-0.469569	0.052313	0.182361			
17681		-2.630512	-7.688602	5.366576	0.861754	-0.469832	0.051463	0.184362			
17682		-2.701202	-7.672630	5.315399	0.861095	-0.470209	0.050732	0.186668			
17683		-2.621995	-7.653714	5.352384	0.860402	-0.470504	0.050280	0.189228			
17684		-2.729825	-7.664240	5.410812	0.859439	-0.471159	0.049574	0.192135			
17685		-2.605857	-7.744435	5.219898	0.858572	-0.471516	0.048853	0.195296			
17686		-2.598482	-7.818279	5.302208	0.857780	-0.471686	0.048793	0.198356			
17687		-2.664161	-7.933719	5.324062	0.857068	-0.471821	0.048731	0.201108			
17688		-2.684861	-7.913792	5.376212	0.856432	-0.472032	0.048692	0.203318			
17689		-2.679088	-7.955139	5.456540	0.856077	-0.472052	0.048556	0.204796			
17690		-2.658778	-7.880949	5.389823	0.855748	-0.472236	0.048332	0.205798			
17691		-2.651320	-7.823778	5.327265	0.855527	-0.472338	0.047964	0.206566			
17692		-2.690664	-7.734132	5.280703	0.855395	-0.472340	0.047737	0.207159			
17693		-2.708819	-7.815283	5.240025	0.855249	-0.472454	0.047527	0.207550			
17694		-2.717257	-7.788203	5.174805	0.855175	-0.472527	0.047538	0.207688			
17695		-2.713290	-7.795472	5.233102	0.855141	-0.472555	0.047603	0.207751			
17696		-2.713498	-7.765549	5.272650	0.855131	-0.472523	0.047767	0.207824			
17697		-2.754447	-7.831861	5.318912	0.855196	-0.472346	0.048034	0.207899			
17698		-2.752568	-7.781419	5.330292	0.855326	-0.472077	0.048324	0.207908			
17699		-2.806341	-7.724190	5.368740	0.855476	-0.471803	0.048608	0.207844			
17700		-2.778608	-7.663673	5.346647	0.855536	-0.471682	0.048840	0.207822			
17701		-2.835554	-7.652790	5.310130	0.855554	-0.471588	0.049057	0.207908			
17702		-2.840719	-7.565877	5.276207	0.855573	-0.471383	0.049580	0.208173			
17703		-2.892910	-7.508035	5.244733	0.855592	-0.471116	0.050358	0.208510			
17704		-2.851838	-7.560817	5.319939	0.855496	-0.470957	0.051246	0.209046			
17705		-2.798649	-7.676515	5.436430	0.855331	-0.470908	0.052042	0.209636			
